Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,105.33000183105467,105.86000061035156,104.33999633789062,105.55999755859376,101.2802963256836,837100
2020-01-03,104.63999938964844,104.63999938964844,103.7300033569336,104.3000030517578,100.0713882446289,392700
2020-01-06,103.48999786376952,103.87000274658205,103.08000183105467,103.75,99.54368591308594,571100
2020-01-07,103.37000274658205,104.0199966430664,103.02999877929688,103.6500015258789,99.4477310180664,311400
2020-01-08,103.81999969482422,104.69000244140624,103.12999725341795,103.5999984741211,99.3997573852539,367600
2020-01-09,104.4000015258789,104.66000366210938,103.9000015258789,104.6500015258789,100.40718841552734,311200
2020-01-10,104.61000061035156,105.01000213623048,103.98999786376952,104.25,100.02340698242188,270400
2020-01-13,104.20999908447266,104.5,103.87999725341795,104.08999633789062,99.86988830566406,772200
2020-01-14,104.01000213623048,104.23999786376952,103.6500015258789,103.93000030517578,99.71638488769533,396600
2020-01-15,103.51000213623048,103.98999786376952,103.33999633789062,103.72000122070312,99.51490020751952,440300
2020-01-16,104.1999969482422,104.54000091552734,103.73999786376952,104.4499969482422,100.21527862548828,577500
2020-01-17,104.81999969482422,105.36000061035156,104.05999755859376,104.4499969482422,100.21527862548828,613800
2020-01-21,103.94000244140624,104.68000030517578,103.61000061035156,103.8499984741211,99.63963317871094,381600
2020-01-22,104.23999786376952,104.8000030517578,103.56999969482422,103.66000366210938,99.45732879638672,433600
2020-01-23,103.0199966430664,105.0,102.79000091552734,104.7699966430664,100.5223159790039,386200
2020-01-24,104.88999938964844,105.5,103.93000030517578,104.79000091552734,100.54151916503906,300000
2020-01-27,102.81999969482422,103.79000091552734,102.66000366210938,103.23999786376952,99.05435180664062,366200
2020-01-28,103.8000030517578,105.6500015258789,103.36000061035156,104.98999786376952,100.73341369628906,474800
2020-01-29,105.23999786376952,106.25,105.23999786376952,105.95999908447266,101.66407775878906,299900
2020-01-30,105.1999969482422,107.37000274658205,105.1999969482422,107.29000091552734,102.94015502929688,329500
2020-01-31,106.37000274658205,106.6999969482422,103.86000061035156,104.26000213623048,100.0329818725586,506700
2020-02-03,105.20999908447266,106.0999984741211,105.06999969482422,105.41000366210938,101.13636779785156,436400
2020-02-04,106.54000091552734,107.66999816894533,106.54000091552734,107.12999725341795,102.78662872314452,454400
2020-02-05,105.58999633789062,108.6500015258789,104.61000061035156,108.4000015258789,104.00515747070312,652300
2020-02-06,108.9800033569336,109.0999984741211,107.4800033569336,108.08000183105467,103.6981201171875,370300
2020-02-07,107.91999816894533,109.0,107.76000213623048,108.58000183105467,104.17784118652344,383000
2020-02-10,108.04000091552734,108.9499969482422,107.88999938964844,108.79000091552734,104.37933349609376,241500
2020-02-11,109.0,109.83000183105467,108.91999816894533,109.44000244140624,105.00298309326172,424300
2020-02-12,109.79000091552734,110.4000015258789,109.27999877929688,109.38999938964844,104.95500183105467,236900
2020-02-13,109.1500015258789,110.66999816894533,108.9800033569336,110.58999633789062,106.10636138916016,334400
2020-02-14,110.62000274658205,111.0,110.11000061035156,110.9499969482422,106.45175170898438,288500
2020-02-18,110.58999633789062,111.06999969482422,109.70999908447266,110.33000183105467,105.85689544677734,298700
2020-02-19,110.80999755859376,111.08000183105467,110.23999786376952,110.56999969482422,106.08716583251952,215000
2020-02-20,110.2699966430664,111.43000030517578,109.3499984741211,111.16000366210938,106.65324401855467,414100
2020-02-21,110.70999908447266,111.12000274658205,109.62999725341795,110.13999938964844,105.67459106445312,428800
2020-02-24,107.69000244140624,108.4800033569336,106.22000122070312,106.66999816894533,102.34527587890624,371800
2020-02-25,106.91000366210938,106.91000366210938,102.69000244140624,103.08000183105467,98.90084075927734,454500
2020-02-26,103.5,104.19000244140624,100.66999816894533,100.73999786376952,96.65572357177734,676000
2020-02-27,99.0,100.48999786376952,95.44000244140624,95.4800033569336,91.60897064208984,744300
2020-02-28,92.47000122070312,93.80999755859376,90.2699966430664,92.66000366210938,88.90330505371094,1402400
2020-03-02,93.16000366210938,96.16000366210938,92.08000183105467,96.13999938964844,92.24219512939452,773200
2020-03-03,95.68000030517578,96.80999755859376,90.9800033569336,91.18000030517578,87.48330688476562,822600
2020-03-04,92.7699966430664,95.12999725341795,90.33000183105467,95.0500030517578,91.19640350341795,787800
2020-03-05,92.0,92.45999908447266,88.52999877929688,89.6500015258789,86.01532745361328,639200
2020-03-06,86.05999755859375,87.62999725341797,84.7300033569336,86.5999984741211,83.08899688720703,990300
2020-03-09,79.0,80.16000366210938,74.16000366210938,74.97000122070312,71.93051147460938,1235900
2020-03-10,77.25,78.77999877929688,73.86000061035156,78.7300033569336,75.53804779052734,959600
2020-03-11,76.45999908447266,77.2300033569336,72.87999725341797,73.37000274658203,70.39537048339844,1029400
2020-03-12,67.98999786376953,68.69000244140625,62.56999969482422,63.77999877929688,61.19416427612305,1134700
2020-03-13,68.18000030517578,71.6500015258789,63.79999923706055,71.58000183105469,68.67793273925781,1003300
2020-03-16,62.56999969482422,67.63999938964844,61.59999847412109,61.95000076293945,59.4383659362793,947300
2020-03-17,63.290000915527344,67.79000091552734,60.72999954223633,67.62999725341797,64.88806915283203,928600
2020-03-18,63.91999816894531,69.01000213623047,62.0099983215332,67.05999755859375,64.34120178222656,1512500
2020-03-19,65.66000366210938,67.08999633789062,62.380001068115234,64.5,61.88499069213867,804800
2020-03-20,64.62000274658203,66.9800033569336,61.02999877929688,61.40999984741211,58.92026138305664,1224500
2020-03-23,61.5,61.5,56.7400016784668,58.150001525878906,55.79242706298828,720100
2020-03-24,60.56999969482422,65.5999984741211,60.5099983215332,65.37999725341797,62.729286193847656,660300
2020-03-25,64.9000015258789,71.6500015258789,63.66999816894531,67.81999969482422,65.07038116455078,978300
2020-03-26,68.7300033569336,73.0,67.06999969482422,72.30999755859375,69.37836456298828,1027100
2020-03-27,70.12999725341797,72.98999786376953,68.91999816894531,71.2300033569336,68.3421401977539,631200
2020-03-30,70.9800033569336,74.63999938964844,68.95999908447266,74.22000122070312,71.2109146118164,808400
2020-03-31,73.19000244140625,74.77999877929688,71.29000091552734,71.97000122070312,69.05213165283203,869100
2020-04-01,68.06999969482422,69.68000030517578,65.04000091552734,66.0199966430664,63.34335708618164,857100
2020-04-02,65.05000305175781,67.83999633789062,64.91000366210938,66.95999908447266,64.4287109375,768600
2020-04-03,65.80999755859375,66.72000122070312,63.08000183105469,63.93000030517578,61.51325988769531,816700
2020-04-06,67.80999755859375,72.5,67.33999633789062,71.87000274658203,69.15311431884766,715200
2020-04-07,75.68000030517578,76.5999984741211,71.04000091552734,71.30000305175781,68.60465240478516,727700
2020-04-08,71.58000183105469,75.62999725341797,70.63999938964844,75.20999908447266,72.3668212890625,614500
2020-04-09,76.06999969482422,81.2699966430664,75.94000244140625,80.4000015258789,77.36064910888672,668400
2020-04-13,78.75,80.23999786376953,77.52999877929688,79.70999908447266,76.69672393798828,517200
2020-04-14,81.5,81.66999816894531,78.62999725341797,80.0199966430664,76.99500274658203,834700
2020-04-15,77.19000244140625,77.2699966430664,74.56999969482422,75.0,72.16477966308594,698300
2020-04-16,74.19000244140625,75.1500015258789,72.55000305175781,72.80000305175781,70.04794311523438,610400
2020-04-17,76.12999725341797,77.81999969482422,74.9000015258789,77.25,74.32972717285156,646600
2020-04-20,75.81999969482422,76.69999694824219,74.06999969482422,75.5999984741211,72.74209594726562,723400
2020-04-21,73.55999755859375,74.75,72.88999938964844,73.51000213623047,70.7311019897461,599000
2020-04-22,75.66999816894531,75.66999816894531,73.19999694824219,73.22000122070312,70.45206451416016,503700
2020-04-23,72.88999938964844,77.11000061035156,71.6500015258789,74.86000061035156,72.03006744384766,871200
2020-04-24,75.69000244140625,76.20999908447266,73.88999938964844,76.06999969482422,73.19432067871094,599900
2020-04-27,76.37000274658203,82.48999786376953,76.33999633789062,82.2300033569336,79.1214599609375,863700
2020-04-28,84.44000244140625,86.08000183105469,82.81999969482422,83.06999969482422,79.9297103881836,759700
2020-04-29,85.69999694824219,86.41000366210938,83.66000366210938,85.38999938964844,82.16201782226562,439500
