Year,Month,Day,Leading_index
2003,3,5,97.80821
2003,3,6,97.80821
2003,3,7,97.80821
2003,3,8,97.80821
2003,3,9,97.80821
2003,3,10,97.80821
2003,3,11,97.80821
2003,3,12,97.80821
2003,3,13,97.80821
2003,3,14,97.80821
2003,3,15,97.80821
2003,3,16,97.80821
2003,3,17,97.80821
2003,3,18,97.80821
2003,3,19,97.80821
2003,3,20,97.80821
2003,3,21,97.80821
2003,3,22,97.80821
2003,3,23,97.80821
2003,3,24,97.80821
2003,3,25,97.80821
2003,3,26,97.80821
2003,3,27,97.80821
2003,3,28,97.80821
2003,3,29,97.80821
2003,3,30,97.80821
2003,3,31,97.80821
2003,4,1,97.93874
2003,4,2,97.93874
2003,4,3,97.93874
2003,4,4,97.93874
2003,4,5,97.93874
2003,4,6,97.93874
2003,4,7,97.93874
2003,4,8,97.93874
2003,4,9,97.93874
2003,4,10,97.93874
2003,4,11,97.93874
2003,4,12,97.93874
2003,4,13,97.93874
2003,4,14,97.93874
2003,4,15,97.93874
2003,4,16,97.93874
2003,4,17,97.93874
2003,4,18,97.93874
2003,4,19,97.93874
2003,4,20,97.93874
2003,4,21,97.93874
2003,4,22,97.93874
2003,4,23,97.93874
2003,4,24,97.93874
2003,4,25,97.93874
2003,4,26,97.93874
2003,4,27,97.93874
2003,4,28,97.93874
2003,4,29,97.93874
2003,4,30,97.93874
2003,5,1,98.16115
2003,5,2,98.16115
2003,5,3,98.16115
2003,5,4,98.16115
2003,5,5,98.16115
2003,5,6,98.16115
2003,5,7,98.16115
2003,5,8,98.16115
2003,5,9,98.16115
2003,5,10,98.16115
2003,5,11,98.16115
2003,5,12,98.16115
2003,5,13,98.16115
2003,5,14,98.16115
2003,5,15,98.16115
2003,5,16,98.16115
2003,5,17,98.16115
2003,5,18,98.16115
2003,5,19,98.16115
2003,5,20,98.16115
2003,5,21,98.16115
2003,5,22,98.16115
2003,5,23,98.16115
2003,5,24,98.16115
2003,5,25,98.16115
2003,5,26,98.16115
2003,5,27,98.16115
2003,5,28,98.16115
2003,5,29,98.16115
2003,5,30,98.16115
2003,5,31,98.16115
2003,6,1,98.44906
2003,6,2,98.44906
2003,6,3,98.44906
2003,6,4,98.44906
2003,6,5,98.44906
2003,6,6,98.44906
2003,6,7,98.44906
2003,6,8,98.44906
2003,6,9,98.44906
2003,6,10,98.44906
2003,6,11,98.44906
2003,6,12,98.44906
2003,6,13,98.44906
2003,6,14,98.44906
2003,6,15,98.44906
2003,6,16,98.44906
2003,6,17,98.44906
2003,6,18,98.44906
2003,6,19,98.44906
2003,6,20,98.44906
2003,6,21,98.44906
2003,6,22,98.44906
2003,6,23,98.44906
2003,6,24,98.44906
2003,6,25,98.44906
2003,6,26,98.44906
2003,6,27,98.44906
2003,6,28,98.44906
2003,6,29,98.44906
2003,6,30,98.44906
2003,7,1,98.78804
2003,7,2,98.78804
2003,7,3,98.78804
2003,7,4,98.78804
2003,7,5,98.78804
2003,7,6,98.78804
2003,7,7,98.78804
2003,7,8,98.78804
2003,7,9,98.78804
2003,7,10,98.78804
2003,7,11,98.78804
2003,7,12,98.78804
2003,7,13,98.78804
2003,7,14,98.78804
2003,7,15,98.78804
2003,7,16,98.78804
2003,7,17,98.78804
2003,7,18,98.78804
2003,7,19,98.78804
2003,7,20,98.78804
2003,7,21,98.78804
2003,7,22,98.78804
2003,7,23,98.78804
2003,7,24,98.78804
2003,7,25,98.78804
2003,7,26,98.78804
2003,7,27,98.78804
2003,7,28,98.78804
2003,7,29,98.78804
2003,7,30,98.78804
2003,7,31,98.78804
2003,8,1,99.16693
2003,8,2,99.16693
2003,8,3,99.16693
2003,8,4,99.16693
2003,8,5,99.16693
2003,8,6,99.16693
2003,8,7,99.16693
2003,8,8,99.16693
2003,8,9,99.16693
2003,8,10,99.16693
2003,8,11,99.16693
2003,8,12,99.16693
2003,8,13,99.16693
2003,8,14,99.16693
2003,8,15,99.16693
2003,8,16,99.16693
2003,8,17,99.16693
2003,8,18,99.16693
2003,8,19,99.16693
2003,8,20,99.16693
2003,8,21,99.16693
2003,8,22,99.16693
2003,8,23,99.16693
2003,8,24,99.16693
2003,8,25,99.16693
2003,8,26,99.16693
2003,8,27,99.16693
2003,8,28,99.16693
2003,8,29,99.16693
2003,8,30,99.16693
2003,8,31,99.16693
2003,9,1,99.57355
2003,9,2,99.57355
2003,9,3,99.57355
2003,9,4,99.57355
2003,9,5,99.57355
2003,9,6,99.57355
2003,9,7,99.57355
2003,9,8,99.57355
2003,9,9,99.57355
2003,9,10,99.57355
2003,9,11,99.57355
2003,9,12,99.57355
2003,9,13,99.57355
2003,9,14,99.57355
2003,9,15,99.57355
2003,9,16,99.57355
2003,9,17,99.57355
2003,9,18,99.57355
2003,9,19,99.57355
2003,9,20,99.57355
2003,9,21,99.57355
2003,9,22,99.57355
2003,9,23,99.57355
2003,9,24,99.57355
2003,9,25,99.57355
2003,9,26,99.57355
2003,9,27,99.57355
2003,9,28,99.57355
2003,9,29,99.57355
2003,9,30,99.57355
2003,10,1,99.98593
2003,10,2,99.98593
2003,10,3,99.98593
2003,10,4,99.98593
2003,10,5,99.98593
2003,10,6,99.98593
2003,10,7,99.98593
2003,10,8,99.98593
2003,10,9,99.98593
2003,10,10,99.98593
2003,10,11,99.98593
2003,10,12,99.98593
2003,10,13,99.98593
2003,10,14,99.98593
2003,10,15,99.98593
2003,10,16,99.98593
2003,10,17,99.98593
2003,10,18,99.98593
2003,10,19,99.98593
2003,10,20,99.98593
2003,10,21,99.98593
2003,10,22,99.98593
2003,10,23,99.98593
2003,10,24,99.98593
2003,10,25,99.98593
2003,10,26,99.98593
2003,10,27,99.98593
2003,10,28,99.98593
2003,10,29,99.98593
2003,10,30,99.98593
2003,10,31,99.98593
2003,11,1,100.3706
2003,11,2,100.3706
2003,11,3,100.3706
2003,11,4,100.3706
2003,11,5,100.3706
2003,11,6,100.3706
2003,11,7,100.3706
2003,11,8,100.3706
2003,11,9,100.3706
2003,11,10,100.3706
2003,11,11,100.3706
2003,11,12,100.3706
2003,11,13,100.3706
2003,11,14,100.3706
2003,11,15,100.3706
2003,11,16,100.3706
2003,11,17,100.3706
2003,11,18,100.3706
2003,11,19,100.3706
2003,11,20,100.3706
2003,11,21,100.3706
2003,11,22,100.3706
2003,11,23,100.3706
2003,11,24,100.3706
2003,11,25,100.3706
2003,11,26,100.3706
2003,11,27,100.3706
2003,11,28,100.3706
2003,11,29,100.3706
2003,11,30,100.3706
2003,12,1,100.6938
2003,12,2,100.6938
2003,12,3,100.6938
2003,12,4,100.6938
2003,12,5,100.6938
2003,12,6,100.6938
2003,12,7,100.6938
2003,12,8,100.6938
2003,12,9,100.6938
2003,12,10,100.6938
2003,12,11,100.6938
2003,12,12,100.6938
2003,12,13,100.6938
2003,12,14,100.6938
2003,12,15,100.6938
2003,12,16,100.6938
2003,12,17,100.6938
2003,12,18,100.6938
2003,12,19,100.6938
2003,12,20,100.6938
2003,12,21,100.6938
2003,12,22,100.6938
2003,12,23,100.6938
2003,12,24,100.6938
2003,12,25,100.6938
2003,12,26,100.6938
2003,12,27,100.6938
2003,12,28,100.6938
2003,12,29,100.6938
2003,12,30,100.6938
2003,12,31,100.6938
2004,1,1,100.9379
2004,1,2,100.9379
2004,1,3,100.9379
2004,1,4,100.9379
2004,1,5,100.9379
2004,1,6,100.9379
2004,1,7,100.9379
2004,1,8,100.9379
2004,1,9,100.9379
2004,1,10,100.9379
2004,1,11,100.9379
2004,1,12,100.9379
2004,1,13,100.9379
2004,1,14,100.9379
2004,1,15,100.9379
2004,1,16,100.9379
2004,1,17,100.9379
2004,1,18,100.9379
2004,1,19,100.9379
2004,1,20,100.9379
2004,1,21,100.9379
2004,1,22,100.9379
2004,1,23,100.9379
2004,1,24,100.9379
2004,1,25,100.9379
2004,1,26,100.9379
2004,1,27,100.9379
2004,1,28,100.9379
2004,1,29,100.9379
2004,1,30,100.9379
2004,1,31,100.9379
2004,2,1,101.0844
2004,2,2,101.0844
2004,2,3,101.0844
2004,2,4,101.0844
2004,2,5,101.0844
2004,2,6,101.0844
2004,2,7,101.0844
2004,2,8,101.0844
2004,2,9,101.0844
2004,2,10,101.0844
2004,2,11,101.0844
2004,2,12,101.0844
2004,2,13,101.0844
2004,2,14,101.0844
2004,2,15,101.0844
2004,2,16,101.0844
2004,2,17,101.0844
2004,2,18,101.0844
2004,2,19,101.0844
2004,2,20,101.0844
2004,2,21,101.0844
2004,2,22,101.0844
2004,2,23,101.0844
2004,2,24,101.0844
2004,2,25,101.0844
2004,2,26,101.0844
2004,2,27,101.0844
2004,2,28,101.0844
2004,2,29,101.0844
2004,3,1,101.1497
2004,3,2,101.1497
2004,3,3,101.1497
2004,3,4,101.1497
2004,3,5,101.1497
2004,3,6,101.1497
2004,3,7,101.1497
2004,3,8,101.1497
2004,3,9,101.1497
2004,3,10,101.1497
2004,3,11,101.1497
2004,3,12,101.1497
2004,3,13,101.1497
2004,3,14,101.1497
2004,3,15,101.1497
2004,3,16,101.1497
2004,3,17,101.1497
2004,3,18,101.1497
2004,3,19,101.1497
2004,3,20,101.1497
2004,3,21,101.1497
2004,3,22,101.1497
2004,3,23,101.1497
2004,3,24,101.1497
2004,3,25,101.1497
2004,3,26,101.1497
2004,3,27,101.1497
2004,3,28,101.1497
2004,3,29,101.1497
2004,3,30,101.1497
2004,3,31,101.1497
2004,4,1,101.1483
2004,4,2,101.1483
2004,4,3,101.1483
2004,4,4,101.1483
2004,4,5,101.1483
2004,4,6,101.1483
2004,4,7,101.1483
2004,4,8,101.1483
2004,4,9,101.1483
2004,4,10,101.1483
2004,4,11,101.1483
2004,4,12,101.1483
2004,4,13,101.1483
2004,4,14,101.1483
2004,4,15,101.1483
2004,4,16,101.1483
2004,4,17,101.1483
2004,4,18,101.1483
2004,4,19,101.1483
2004,4,20,101.1483
2004,4,21,101.1483
2004,4,22,101.1483
2004,4,23,101.1483
2004,4,24,101.1483
2004,4,25,101.1483
2004,4,26,101.1483
2004,4,27,101.1483
2004,4,28,101.1483
2004,4,29,101.1483
2004,4,30,101.1483
2004,5,1,101.1017
2004,5,2,101.1017
2004,5,3,101.1017
2004,5,4,101.1017
2004,5,5,101.1017
2004,5,6,101.1017
2004,5,7,101.1017
2004,5,8,101.1017
2004,5,9,101.1017
2004,5,10,101.1017
2004,5,11,101.1017
2004,5,12,101.1017
2004,5,13,101.1017
2004,5,14,101.1017
2004,5,15,101.1017
2004,5,16,101.1017
2004,5,17,101.1017
2004,5,18,101.1017
2004,5,19,101.1017
2004,5,20,101.1017
2004,5,21,101.1017
2004,5,22,101.1017
2004,5,23,101.1017
2004,5,24,101.1017
2004,5,25,101.1017
2004,5,26,101.1017
2004,5,27,101.1017
2004,5,28,101.1017
2004,5,29,101.1017
2004,5,30,101.1017
2004,5,31,101.1017
2004,6,1,101.0199
2004,6,2,101.0199
2004,6,3,101.0199
2004,6,4,101.0199
2004,6,5,101.0199
2004,6,6,101.0199
2004,6,7,101.0199
2004,6,8,101.0199
2004,6,9,101.0199
2004,6,10,101.0199
2004,6,11,101.0199
2004,6,12,101.0199
2004,6,13,101.0199
2004,6,14,101.0199
2004,6,15,101.0199
2004,6,16,101.0199
2004,6,17,101.0199
2004,6,18,101.0199
2004,6,19,101.0199
2004,6,20,101.0199
2004,6,21,101.0199
2004,6,22,101.0199
2004,6,23,101.0199
2004,6,24,101.0199
2004,6,25,101.0199
2004,6,26,101.0199
2004,6,27,101.0199
2004,6,28,101.0199
2004,6,29,101.0199
2004,6,30,101.0199
2004,7,1,100.9096
2004,7,2,100.9096
2004,7,3,100.9096
2004,7,4,100.9096
2004,7,5,100.9096
2004,7,6,100.9096
2004,7,7,100.9096
2004,7,8,100.9096
2004,7,9,100.9096
2004,7,10,100.9096
2004,7,11,100.9096
2004,7,12,100.9096
2004,7,13,100.9096
2004,7,14,100.9096
2004,7,15,100.9096
2004,7,16,100.9096
2004,7,17,100.9096
2004,7,18,100.9096
2004,7,19,100.9096
2004,7,20,100.9096
2004,7,21,100.9096
2004,7,22,100.9096
2004,7,23,100.9096
2004,7,24,100.9096
2004,7,25,100.9096
2004,7,26,100.9096
2004,7,27,100.9096
2004,7,28,100.9096
2004,7,29,100.9096
2004,7,30,100.9096
2004,7,31,100.9096
2004,8,1,100.7876
2004,8,2,100.7876
2004,8,3,100.7876
2004,8,4,100.7876
2004,8,5,100.7876
2004,8,6,100.7876
2004,8,7,100.7876
2004,8,8,100.7876
2004,8,9,100.7876
2004,8,10,100.7876
2004,8,11,100.7876
2004,8,12,100.7876
2004,8,13,100.7876
2004,8,14,100.7876
2004,8,15,100.7876
2004,8,16,100.7876
2004,8,17,100.7876
2004,8,18,100.7876
2004,8,19,100.7876
2004,8,20,100.7876
2004,8,21,100.7876
2004,8,22,100.7876
2004,8,23,100.7876
2004,8,24,100.7876
2004,8,25,100.7876
2004,8,26,100.7876
2004,8,27,100.7876
2004,8,28,100.7876
2004,8,29,100.7876
2004,8,30,100.7876
2004,8,31,100.7876
2004,9,1,100.6812
2004,9,2,100.6812
2004,9,3,100.6812
2004,9,4,100.6812
2004,9,5,100.6812
2004,9,6,100.6812
2004,9,7,100.6812
2004,9,8,100.6812
2004,9,9,100.6812
2004,9,10,100.6812
2004,9,11,100.6812
2004,9,12,100.6812
2004,9,13,100.6812
2004,9,14,100.6812
2004,9,15,100.6812
2004,9,16,100.6812
2004,9,17,100.6812
2004,9,18,100.6812
2004,9,19,100.6812
2004,9,20,100.6812
2004,9,21,100.6812
2004,9,22,100.6812
2004,9,23,100.6812
2004,9,24,100.6812
2004,9,25,100.6812
2004,9,26,100.6812
2004,9,27,100.6812
2004,9,28,100.6812
2004,9,29,100.6812
2004,9,30,100.6812
2004,10,1,100.6089
2004,10,2,100.6089
2004,10,3,100.6089
2004,10,4,100.6089
2004,10,5,100.6089
2004,10,6,100.6089
2004,10,7,100.6089
2004,10,8,100.6089
2004,10,9,100.6089
2004,10,10,100.6089
2004,10,11,100.6089
2004,10,12,100.6089
2004,10,13,100.6089
2004,10,14,100.6089
2004,10,15,100.6089
2004,10,16,100.6089
2004,10,17,100.6089
2004,10,18,100.6089
2004,10,19,100.6089
2004,10,20,100.6089
2004,10,21,100.6089
2004,10,22,100.6089
2004,10,23,100.6089
2004,10,24,100.6089
2004,10,25,100.6089
2004,10,26,100.6089
2004,10,27,100.6089
2004,10,28,100.6089
2004,10,29,100.6089
2004,10,30,100.6089
2004,10,31,100.6089
2004,11,1,100.5792
2004,11,2,100.5792
2004,11,3,100.5792
2004,11,4,100.5792
2004,11,5,100.5792
2004,11,6,100.5792
2004,11,7,100.5792
2004,11,8,100.5792
2004,11,9,100.5792
2004,11,10,100.5792
2004,11,11,100.5792
2004,11,12,100.5792
2004,11,13,100.5792
2004,11,14,100.5792
2004,11,15,100.5792
2004,11,16,100.5792
2004,11,17,100.5792
2004,11,18,100.5792
2004,11,19,100.5792
2004,11,20,100.5792
2004,11,21,100.5792
2004,11,22,100.5792
2004,11,23,100.5792
2004,11,24,100.5792
2004,11,25,100.5792
2004,11,26,100.5792
2004,11,27,100.5792
2004,11,28,100.5792
2004,11,29,100.5792
2004,11,30,100.5792
2004,12,1,100.5652
2004,12,2,100.5652
2004,12,3,100.5652
2004,12,4,100.5652
2004,12,5,100.5652
2004,12,6,100.5652
2004,12,7,100.5652
2004,12,8,100.5652
2004,12,9,100.5652
2004,12,10,100.5652
2004,12,11,100.5652
2004,12,12,100.5652
2004,12,13,100.5652
2004,12,14,100.5652
2004,12,15,100.5652
2004,12,16,100.5652
2004,12,17,100.5652
2004,12,18,100.5652
2004,12,19,100.5652
2004,12,20,100.5652
2004,12,21,100.5652
2004,12,22,100.5652
2004,12,23,100.5652
2004,12,24,100.5652
2004,12,25,100.5652
2004,12,26,100.5652
2004,12,27,100.5652
2004,12,28,100.5652
2004,12,29,100.5652
2004,12,30,100.5652
2004,12,31,100.5652
2005,1,1,100.5308
2005,1,2,100.5308
2005,1,3,100.5308
2005,1,4,100.5308
2005,1,5,100.5308
2005,1,6,100.5308
2005,1,7,100.5308
2005,1,8,100.5308
2005,1,9,100.5308
2005,1,10,100.5308
2005,1,11,100.5308
2005,1,12,100.5308
2005,1,13,100.5308
2005,1,14,100.5308
2005,1,15,100.5308
2005,1,16,100.5308
2005,1,17,100.5308
2005,1,18,100.5308
2005,1,19,100.5308
2005,1,20,100.5308
2005,1,21,100.5308
2005,1,22,100.5308
2005,1,23,100.5308
2005,1,24,100.5308
2005,1,25,100.5308
2005,1,26,100.5308
2005,1,27,100.5308
2005,1,28,100.5308
2005,1,29,100.5308
2005,1,30,100.5308
2005,1,31,100.5308
2005,2,1,100.4689
2005,2,2,100.4689
2005,2,3,100.4689
2005,2,4,100.4689
2005,2,5,100.4689
2005,2,6,100.4689
2005,2,7,100.4689
2005,2,8,100.4689
2005,2,9,100.4689
2005,2,10,100.4689
2005,2,11,100.4689
2005,2,12,100.4689
2005,2,13,100.4689
2005,2,14,100.4689
2005,2,15,100.4689
2005,2,16,100.4689
2005,2,17,100.4689
2005,2,18,100.4689
2005,2,19,100.4689
2005,2,20,100.4689
2005,2,21,100.4689
2005,2,22,100.4689
2005,2,23,100.4689
2005,2,24,100.4689
2005,2,25,100.4689
2005,2,26,100.4689
2005,2,27,100.4689
2005,2,28,100.4689
2005,3,1,100.3909
2005,3,2,100.3909
2005,3,3,100.3909
2005,3,4,100.3909
2005,3,5,100.3909
2005,3,6,100.3909
2005,3,7,100.3909
2005,3,8,100.3909
2005,3,9,100.3909
2005,3,10,100.3909
2005,3,11,100.3909
2005,3,12,100.3909
2005,3,13,100.3909
2005,3,14,100.3909
2005,3,15,100.3909
2005,3,16,100.3909
2005,3,17,100.3909
2005,3,18,100.3909
2005,3,19,100.3909
2005,3,20,100.3909
2005,3,21,100.3909
2005,3,22,100.3909
2005,3,23,100.3909
2005,3,24,100.3909
2005,3,25,100.3909
2005,3,26,100.3909
2005,3,27,100.3909
2005,3,28,100.3909
2005,3,29,100.3909
2005,3,30,100.3909
2005,3,31,100.3909
2005,4,1,100.3333
2005,4,2,100.3333
2005,4,3,100.3333
2005,4,4,100.3333
2005,4,5,100.3333
2005,4,6,100.3333
2005,4,7,100.3333
2005,4,8,100.3333
2005,4,9,100.3333
2005,4,10,100.3333
2005,4,11,100.3333
2005,4,12,100.3333
2005,4,13,100.3333
2005,4,14,100.3333
2005,4,15,100.3333
2005,4,16,100.3333
2005,4,17,100.3333
2005,4,18,100.3333
2005,4,19,100.3333
2005,4,20,100.3333
2005,4,21,100.3333
2005,4,22,100.3333
2005,4,23,100.3333
2005,4,24,100.3333
2005,4,25,100.3333
2005,4,26,100.3333
2005,4,27,100.3333
2005,4,28,100.3333
2005,4,29,100.3333
2005,4,30,100.3333
2005,5,1,100.3217
2005,5,2,100.3217
2005,5,3,100.3217
2005,5,4,100.3217
2005,5,5,100.3217
2005,5,6,100.3217
2005,5,7,100.3217
2005,5,8,100.3217
2005,5,9,100.3217
2005,5,10,100.3217
2005,5,11,100.3217
2005,5,12,100.3217
2005,5,13,100.3217
2005,5,14,100.3217
2005,5,15,100.3217
2005,5,16,100.3217
2005,5,17,100.3217
2005,5,18,100.3217
2005,5,19,100.3217
2005,5,20,100.3217
2005,5,21,100.3217
2005,5,22,100.3217
2005,5,23,100.3217
2005,5,24,100.3217
2005,5,25,100.3217
2005,5,26,100.3217
2005,5,27,100.3217
2005,5,28,100.3217
2005,5,29,100.3217
2005,5,30,100.3217
2005,5,31,100.3217
2005,6,1,100.3541
2005,6,2,100.3541
2005,6,3,100.3541
2005,6,4,100.3541
2005,6,5,100.3541
2005,6,6,100.3541
2005,6,7,100.3541
2005,6,8,100.3541
2005,6,9,100.3541
2005,6,10,100.3541
2005,6,11,100.3541
2005,6,12,100.3541
2005,6,13,100.3541
2005,6,14,100.3541
2005,6,15,100.3541
2005,6,16,100.3541
2005,6,17,100.3541
2005,6,18,100.3541
2005,6,19,100.3541
2005,6,20,100.3541
2005,6,21,100.3541
2005,6,22,100.3541
2005,6,23,100.3541
2005,6,24,100.3541
2005,6,25,100.3541
2005,6,26,100.3541
2005,6,27,100.3541
2005,6,28,100.3541
2005,6,29,100.3541
2005,6,30,100.3541
2005,7,1,100.406
2005,7,2,100.406
2005,7,3,100.406
2005,7,4,100.406
2005,7,5,100.406
2005,7,6,100.406
2005,7,7,100.406
2005,7,8,100.406
2005,7,9,100.406
2005,7,10,100.406
2005,7,11,100.406
2005,7,12,100.406
2005,7,13,100.406
2005,7,14,100.406
2005,7,15,100.406
2005,7,16,100.406
2005,7,17,100.406
2005,7,18,100.406
2005,7,19,100.406
2005,7,20,100.406
2005,7,21,100.406
2005,7,22,100.406
2005,7,23,100.406
2005,7,24,100.406
2005,7,25,100.406
2005,7,26,100.406
2005,7,27,100.406
2005,7,28,100.406
2005,7,29,100.406
2005,7,30,100.406
2005,7,31,100.406
2005,8,1,100.4806
2005,8,2,100.4806
2005,8,3,100.4806
2005,8,4,100.4806
2005,8,5,100.4806
2005,8,6,100.4806
2005,8,7,100.4806
2005,8,8,100.4806
2005,8,9,100.4806
2005,8,10,100.4806
2005,8,11,100.4806
2005,8,12,100.4806
2005,8,13,100.4806
2005,8,14,100.4806
2005,8,15,100.4806
2005,8,16,100.4806
2005,8,17,100.4806
2005,8,18,100.4806
2005,8,19,100.4806
2005,8,20,100.4806
2005,8,21,100.4806
2005,8,22,100.4806
2005,8,23,100.4806
2005,8,24,100.4806
2005,8,25,100.4806
2005,8,26,100.4806
2005,8,27,100.4806
2005,8,28,100.4806
2005,8,29,100.4806
2005,8,30,100.4806
2005,8,31,100.4806
2005,9,1,100.5907
2005,9,2,100.5907
2005,9,3,100.5907
2005,9,4,100.5907
2005,9,5,100.5907
2005,9,6,100.5907
2005,9,7,100.5907
2005,9,8,100.5907
2005,9,9,100.5907
2005,9,10,100.5907
2005,9,11,100.5907
2005,9,12,100.5907
2005,9,13,100.5907
2005,9,14,100.5907
2005,9,15,100.5907
2005,9,16,100.5907
2005,9,17,100.5907
2005,9,18,100.5907
2005,9,19,100.5907
2005,9,20,100.5907
2005,9,21,100.5907
2005,9,22,100.5907
2005,9,23,100.5907
2005,9,24,100.5907
2005,9,25,100.5907
2005,9,26,100.5907
2005,9,27,100.5907
2005,9,28,100.5907
2005,9,29,100.5907
2005,9,30,100.5907
2005,10,1,100.746
2005,10,2,100.746
2005,10,3,100.746
2005,10,4,100.746
2005,10,5,100.746
2005,10,6,100.746
2005,10,7,100.746
2005,10,8,100.746
2005,10,9,100.746
2005,10,10,100.746
2005,10,11,100.746
2005,10,12,100.746
2005,10,13,100.746
2005,10,14,100.746
2005,10,15,100.746
2005,10,16,100.746
2005,10,17,100.746
2005,10,18,100.746
2005,10,19,100.746
2005,10,20,100.746
2005,10,21,100.746
2005,10,22,100.746
2005,10,23,100.746
2005,10,24,100.746
2005,10,25,100.746
2005,10,26,100.746
2005,10,27,100.746
2005,10,28,100.746
2005,10,29,100.746
2005,10,30,100.746
2005,10,31,100.746
2005,11,1,100.9311
2005,11,2,100.9311
2005,11,3,100.9311
2005,11,4,100.9311
2005,11,5,100.9311
2005,11,6,100.9311
2005,11,7,100.9311
2005,11,8,100.9311
2005,11,9,100.9311
2005,11,10,100.9311
2005,11,11,100.9311
2005,11,12,100.9311
2005,11,13,100.9311
2005,11,14,100.9311
2005,11,15,100.9311
2005,11,16,100.9311
2005,11,17,100.9311
2005,11,18,100.9311
2005,11,19,100.9311
2005,11,20,100.9311
2005,11,21,100.9311
2005,11,22,100.9311
2005,11,23,100.9311
2005,11,24,100.9311
2005,11,25,100.9311
2005,11,26,100.9311
2005,11,27,100.9311
2005,11,28,100.9311
2005,11,29,100.9311
2005,11,30,100.9311
2005,12,1,101.1062
2005,12,2,101.1062
2005,12,3,101.1062
2005,12,4,101.1062
2005,12,5,101.1062
2005,12,6,101.1062
2005,12,7,101.1062
2005,12,8,101.1062
2005,12,9,101.1062
2005,12,10,101.1062
2005,12,11,101.1062
2005,12,12,101.1062
2005,12,13,101.1062
2005,12,14,101.1062
2005,12,15,101.1062
2005,12,16,101.1062
2005,12,17,101.1062
2005,12,18,101.1062
2005,12,19,101.1062
2005,12,20,101.1062
2005,12,21,101.1062
2005,12,22,101.1062
2005,12,23,101.1062
2005,12,24,101.1062
2005,12,25,101.1062
2005,12,26,101.1062
2005,12,27,101.1062
2005,12,28,101.1062
2005,12,29,101.1062
2005,12,30,101.1062
2005,12,31,101.1062
2006,1,1,101.2409
2006,1,2,101.2409
2006,1,3,101.2409
2006,1,4,101.2409
2006,1,5,101.2409
2006,1,6,101.2409
2006,1,7,101.2409
2006,1,8,101.2409
2006,1,9,101.2409
2006,1,10,101.2409
2006,1,11,101.2409
2006,1,12,101.2409
2006,1,13,101.2409
2006,1,14,101.2409
2006,1,15,101.2409
2006,1,16,101.2409
2006,1,17,101.2409
2006,1,18,101.2409
2006,1,19,101.2409
2006,1,20,101.2409
2006,1,21,101.2409
2006,1,22,101.2409
2006,1,23,101.2409
2006,1,24,101.2409
2006,1,25,101.2409
2006,1,26,101.2409
2006,1,27,101.2409
2006,1,28,101.2409
2006,1,29,101.2409
2006,1,30,101.2409
2006,1,31,101.2409
2006,2,1,101.3256
2006,2,2,101.3256
2006,2,3,101.3256
2006,2,4,101.3256
2006,2,5,101.3256
2006,2,6,101.3256
2006,2,7,101.3256
2006,2,8,101.3256
2006,2,9,101.3256
2006,2,10,101.3256
2006,2,11,101.3256
2006,2,12,101.3256
2006,2,13,101.3256
2006,2,14,101.3256
2006,2,15,101.3256
2006,2,16,101.3256
2006,2,17,101.3256
2006,2,18,101.3256
2006,2,19,101.3256
2006,2,20,101.3256
2006,2,21,101.3256
2006,2,22,101.3256
2006,2,23,101.3256
2006,2,24,101.3256
2006,2,25,101.3256
2006,2,26,101.3256
2006,2,27,101.3256
2006,2,28,101.3256
2006,3,1,101.3546
2006,3,2,101.3546
2006,3,3,101.3546
2006,3,4,101.3546
2006,3,5,101.3546
2006,3,6,101.3546
2006,3,7,101.3546
2006,3,8,101.3546
2006,3,9,101.3546
2006,3,10,101.3546
2006,3,11,101.3546
2006,3,12,101.3546
2006,3,13,101.3546
2006,3,14,101.3546
2006,3,15,101.3546
2006,3,16,101.3546
2006,3,17,101.3546
2006,3,18,101.3546
2006,3,19,101.3546
2006,3,20,101.3546
2006,3,21,101.3546
2006,3,22,101.3546
2006,3,23,101.3546
2006,3,24,101.3546
2006,3,25,101.3546
2006,3,26,101.3546
2006,3,27,101.3546
2006,3,28,101.3546
2006,3,29,101.3546
2006,3,30,101.3546
2006,3,31,101.3546
2006,4,1,101.3246
2006,4,2,101.3246
2006,4,3,101.3246
2006,4,4,101.3246
2006,4,5,101.3246
2006,4,6,101.3246
2006,4,7,101.3246
2006,4,8,101.3246
2006,4,9,101.3246
2006,4,10,101.3246
2006,4,11,101.3246
2006,4,12,101.3246
2006,4,13,101.3246
2006,4,14,101.3246
2006,4,15,101.3246
2006,4,16,101.3246
2006,4,17,101.3246
2006,4,18,101.3246
2006,4,19,101.3246
2006,4,20,101.3246
2006,4,21,101.3246
2006,4,22,101.3246
2006,4,23,101.3246
2006,4,24,101.3246
2006,4,25,101.3246
2006,4,26,101.3246
2006,4,27,101.3246
2006,4,28,101.3246
2006,4,29,101.3246
2006,4,30,101.3246
2006,5,1,101.2603
2006,5,2,101.2603
2006,5,3,101.2603
2006,5,4,101.2603
2006,5,5,101.2603
2006,5,6,101.2603
2006,5,7,101.2603
2006,5,8,101.2603
2006,5,9,101.2603
2006,5,10,101.2603
2006,5,11,101.2603
2006,5,12,101.2603
2006,5,13,101.2603
2006,5,14,101.2603
2006,5,15,101.2603
2006,5,16,101.2603
2006,5,17,101.2603
