Year,Month,Day,CPI
2000,5,2,78.9707207568715
2000,5,3,78.9707207568715
2000,5,4,78.9707207568715
2000,5,5,78.9707207568715
2000,5,6,78.9707207568715
2000,5,7,78.9707207568715
2000,5,8,78.9707207568715
2000,5,9,78.9707207568715
2000,5,10,78.9707207568715
2000,5,11,78.9707207568715
2000,5,12,78.9707207568715
2000,5,13,78.9707207568715
2000,5,14,78.9707207568715
2000,5,15,78.9707207568715
2000,5,16,78.9707207568715
2000,5,17,78.9707207568715
2000,5,18,78.9707207568715
2000,5,19,78.9707207568715
2000,5,20,78.9707207568715
2000,5,21,78.9707207568715
2000,5,22,78.9707207568715
2000,5,23,78.9707207568715
2000,5,24,78.9707207568715
2000,5,25,78.9707207568715
2000,5,26,78.9707207568715
2000,5,27,78.9707207568715
2000,5,28,78.9707207568715
2000,5,29,78.9707207568715
2000,5,30,78.9707207568715
2000,5,31,78.9707207568715
2000,6,1,78.9707207568715
2000,6,2,78.9707207568715
2000,6,3,78.9707207568715
2000,6,4,78.9707207568715
2000,6,5,78.9707207568715
2000,6,6,78.9707207568715
2000,6,7,78.9707207568715
2000,6,8,78.9707207568715
2000,6,9,78.9707207568715
2000,6,10,78.9707207568715
2000,6,11,78.9707207568715
2000,6,12,78.9707207568715
2000,6,13,78.9707207568715
2000,6,14,78.9707207568715
2000,6,15,78.9707207568715
2000,6,16,78.9707207568715
2000,6,17,78.9707207568715
2000,6,18,78.9707207568715
2000,6,19,78.9707207568715
2000,6,20,78.9707207568715
2000,6,21,78.9707207568715
2000,6,22,78.9707207568715
2000,6,23,78.9707207568715
2000,6,24,78.9707207568715
2000,6,25,78.9707207568715
2000,6,26,78.9707207568715
2000,6,27,78.9707207568715
2000,6,28,78.9707207568715
2000,6,29,78.9707207568715
2000,6,30,78.9707207568715
2000,7,1,78.9707207568715
2000,7,2,78.9707207568715
2000,7,3,78.9707207568715
2000,7,4,78.9707207568715
2000,7,5,78.9707207568715
2000,7,6,78.9707207568715
2000,7,7,78.9707207568715
2000,7,8,78.9707207568715
2000,7,9,78.9707207568715
2000,7,10,78.9707207568715
2000,7,11,78.9707207568715
2000,7,12,78.9707207568715
2000,7,13,78.9707207568715
2000,7,14,78.9707207568715
2000,7,15,78.9707207568715
2000,7,16,78.9707207568715
2000,7,17,78.9707207568715
2000,7,18,78.9707207568715
2000,7,19,78.9707207568715
2000,7,20,78.9707207568715
2000,7,21,78.9707207568715
2000,7,22,78.9707207568715
2000,7,23,78.9707207568715
2000,7,24,78.9707207568715
2000,7,25,78.9707207568715
2000,7,26,78.9707207568715
2000,7,27,78.9707207568715
2000,7,28,78.9707207568715
2000,7,29,78.9707207568715
2000,7,30,78.9707207568715
2000,7,31,78.9707207568715
2000,8,1,78.9707207568715
2000,8,2,78.9707207568715
2000,8,3,78.9707207568715
2000,8,4,78.9707207568715
2000,8,5,78.9707207568715
2000,8,6,78.9707207568715
2000,8,7,78.9707207568715
2000,8,8,78.9707207568715
2000,8,9,78.9707207568715
2000,8,10,78.9707207568715
2000,8,11,78.9707207568715
2000,8,12,78.9707207568715
2000,8,13,78.9707207568715
2000,8,14,78.9707207568715
2000,8,15,78.9707207568715
2000,8,16,78.9707207568715
2000,8,17,78.9707207568715
2000,8,18,78.9707207568715
2000,8,19,78.9707207568715
2000,8,20,78.9707207568715
2000,8,21,78.9707207568715
2000,8,22,78.9707207568715
2000,8,23,78.9707207568715
2000,8,24,78.9707207568715
2000,8,25,78.9707207568715
2000,8,26,78.9707207568715
2000,8,27,78.9707207568715
2000,8,28,78.9707207568715
2000,8,29,78.9707207568715
2000,8,30,78.9707207568715
2000,8,31,78.9707207568715
2000,9,1,78.9707207568715
2000,9,2,78.9707207568715
2000,9,3,78.9707207568715
2000,9,4,78.9707207568715
2000,9,5,78.9707207568715
2000,9,6,78.9707207568715
2000,9,7,78.9707207568715
2000,9,8,78.9707207568715
2000,9,9,78.9707207568715
2000,9,10,78.9707207568715
2000,9,11,78.9707207568715
2000,9,12,78.9707207568715
2000,9,13,78.9707207568715
2000,9,14,78.9707207568715
2000,9,15,78.9707207568715
2000,9,16,78.9707207568715
2000,9,17,78.9707207568715
2000,9,18,78.9707207568715
2000,9,19,78.9707207568715
2000,9,20,78.9707207568715
2000,9,21,78.9707207568715
2000,9,22,78.9707207568715
2000,9,23,78.9707207568715
2000,9,24,78.9707207568715
2000,9,25,78.9707207568715
2000,9,26,78.9707207568715
2000,9,27,78.9707207568715
2000,9,28,78.9707207568715
2000,9,29,78.9707207568715
2000,9,30,78.9707207568715
2000,10,1,78.9707207568715
2000,10,2,78.9707207568715
2000,10,3,78.9707207568715
2000,10,4,78.9707207568715
2000,10,5,78.9707207568715
2000,10,6,78.9707207568715
2000,10,7,78.9707207568715
2000,10,8,78.9707207568715
2000,10,9,78.9707207568715
2000,10,10,78.9707207568715
2000,10,11,78.9707207568715
2000,10,12,78.9707207568715
2000,10,13,78.9707207568715
2000,10,14,78.9707207568715
2000,10,15,78.9707207568715
2000,10,16,78.9707207568715
2000,10,17,78.9707207568715
2000,10,18,78.9707207568715
2000,10,19,78.9707207568715
2000,10,20,78.9707207568715
2000,10,21,78.9707207568715
2000,10,22,78.9707207568715
2000,10,23,78.9707207568715
2000,10,24,78.9707207568715
2000,10,25,78.9707207568715
2000,10,26,78.9707207568715
2000,10,27,78.9707207568715
2000,10,28,78.9707207568715
2000,10,29,78.9707207568715
2000,10,30,78.9707207568715
2000,10,31,78.9707207568715
2000,11,1,78.9707207568715
2000,11,2,78.9707207568715
2000,11,3,78.9707207568715
2000,11,4,78.9707207568715
2000,11,5,78.9707207568715
2000,11,6,78.9707207568715
2000,11,7,78.9707207568715
2000,11,8,78.9707207568715
2000,11,9,78.9707207568715
2000,11,10,78.9707207568715
2000,11,11,78.9707207568715
2000,11,12,78.9707207568715
2000,11,13,78.9707207568715
2000,11,14,78.9707207568715
2000,11,15,78.9707207568715
2000,11,16,78.9707207568715
2000,11,17,78.9707207568715
2000,11,18,78.9707207568715
2000,11,19,78.9707207568715
2000,11,20,78.9707207568715
2000,11,21,78.9707207568715
2000,11,22,78.9707207568715
2000,11,23,78.9707207568715
2000,11,24,78.9707207568715
2000,11,25,78.9707207568715
2000,11,26,78.9707207568715
2000,11,27,78.9707207568715
2000,11,28,78.9707207568715
2000,11,29,78.9707207568715
2000,11,30,78.9707207568715
2000,12,1,78.9707207568715
2000,12,2,78.9707207568715
2000,12,3,78.9707207568715
2000,12,4,78.9707207568715
2000,12,5,78.9707207568715
2000,12,6,78.9707207568715
2000,12,7,78.9707207568715
2000,12,8,78.9707207568715
2000,12,9,78.9707207568715
2000,12,10,78.9707207568715
2000,12,11,78.9707207568715
2000,12,12,78.9707207568715
2000,12,13,78.9707207568715
2000,12,14,78.9707207568715
2000,12,15,78.9707207568715
2000,12,16,78.9707207568715
2000,12,17,78.9707207568715
2000,12,18,78.9707207568715
2000,12,19,78.9707207568715
2000,12,20,78.9707207568715
2000,12,21,78.9707207568715
2000,12,22,78.9707207568715
2000,12,23,78.9707207568715
2000,12,24,78.9707207568715
2000,12,25,78.9707207568715
2000,12,26,78.9707207568715
2000,12,27,78.9707207568715
2000,12,28,78.9707207568715
2000,12,29,78.9707207568715
2000,12,30,78.9707207568715
2000,12,31,78.9707207568715
2001,1,1,81.2025684592531
2001,1,2,81.2025684592531
2001,1,3,81.2025684592531
2001,1,4,81.2025684592531
2001,1,5,81.2025684592531
2001,1,6,81.2025684592531
2001,1,7,81.2025684592531
2001,1,8,81.2025684592531
2001,1,9,81.2025684592531
2001,1,10,81.2025684592531
2001,1,11,81.2025684592531
2001,1,12,81.2025684592531
2001,1,13,81.2025684592531
2001,1,14,81.2025684592531
2001,1,15,81.2025684592531
2001,1,16,81.2025684592531
2001,1,17,81.2025684592531
2001,1,18,81.2025684592531
2001,1,19,81.2025684592531
2001,1,20,81.2025684592531
2001,1,21,81.2025684592531
2001,1,22,81.2025684592531
2001,1,23,81.2025684592531
2001,1,24,81.2025684592531
2001,1,25,81.2025684592531
2001,1,26,81.2025684592531
2001,1,27,81.2025684592531
2001,1,28,81.2025684592531
2001,1,29,81.2025684592531
2001,1,30,81.2025684592531
2001,1,31,81.2025684592531
2001,2,1,81.2025684592531
2001,2,2,81.2025684592531
2001,2,3,81.2025684592531
2001,2,4,81.2025684592531
2001,2,5,81.2025684592531
2001,2,6,81.2025684592531
2001,2,7,81.2025684592531
2001,2,8,81.2025684592531
2001,2,9,81.2025684592531
2001,2,10,81.2025684592531
2001,2,11,81.2025684592531
2001,2,12,81.2025684592531
2001,2,13,81.2025684592531
2001,2,14,81.2025684592531
2001,2,15,81.2025684592531
2001,2,16,81.2025684592531
2001,2,17,81.2025684592531
2001,2,18,81.2025684592531
2001,2,19,81.2025684592531
2001,2,20,81.2025684592531
2001,2,21,81.2025684592531
2001,2,22,81.2025684592531
2001,2,23,81.2025684592531
2001,2,24,81.2025684592531
2001,2,25,81.2025684592531
2001,2,26,81.2025684592531
2001,2,27,81.2025684592531
2001,2,28,81.2025684592531
2001,3,1,81.2025684592531
2001,3,2,81.2025684592531
2001,3,3,81.2025684592531
2001,3,4,81.2025684592531
2001,3,5,81.2025684592531
2001,3,6,81.2025684592531
2001,3,7,81.2025684592531
2001,3,8,81.2025684592531
2001,3,9,81.2025684592531
2001,3,10,81.2025684592531
2001,3,11,81.2025684592531
2001,3,12,81.2025684592531
2001,3,13,81.2025684592531
2001,3,14,81.2025684592531
2001,3,15,81.2025684592531
2001,3,16,81.2025684592531
2001,3,17,81.2025684592531
2001,3,18,81.2025684592531
2001,3,19,81.2025684592531
2001,3,20,81.2025684592531
2001,3,21,81.2025684592531
2001,3,22,81.2025684592531
2001,3,23,81.2025684592531
2001,3,24,81.2025684592531
2001,3,25,81.2025684592531
2001,3,26,81.2025684592531
2001,3,27,81.2025684592531
2001,3,28,81.2025684592531
2001,3,29,81.2025684592531
2001,3,30,81.2025684592531
2001,3,31,81.2025684592531
2001,4,1,81.2025684592531
2001,4,2,81.2025684592531
2001,4,3,81.2025684592531
2001,4,4,81.2025684592531
2001,4,5,81.2025684592531
2001,4,6,81.2025684592531
2001,4,7,81.2025684592531
2001,4,8,81.2025684592531
2001,4,9,81.2025684592531
2001,4,10,81.2025684592531
2001,4,11,81.2025684592531
2001,4,12,81.2025684592531
2001,4,13,81.2025684592531
2001,4,14,81.2025684592531
2001,4,15,81.2025684592531
2001,4,16,81.2025684592531
2001,4,17,81.2025684592531
2001,4,18,81.2025684592531
2001,4,19,81.2025684592531
2001,4,20,81.2025684592531
2001,4,21,81.2025684592531
2001,4,22,81.2025684592531
2001,4,23,81.2025684592531
2001,4,24,81.2025684592531
2001,4,25,81.2025684592531
2001,4,26,81.2025684592531
2001,4,27,81.2025684592531
2001,4,28,81.2025684592531
2001,4,29,81.2025684592531
2001,4,30,81.2025684592531
2001,5,1,81.2025684592531
2001,5,2,81.2025684592531
2001,5,3,81.2025684592531
2001,5,4,81.2025684592531
2001,5,5,81.2025684592531
2001,5,6,81.2025684592531
2001,5,7,81.2025684592531
2001,5,8,81.2025684592531
2001,5,9,81.2025684592531
2001,5,10,81.2025684592531
2001,5,11,81.2025684592531
2001,5,12,81.2025684592531
2001,5,13,81.2025684592531
2001,5,14,81.2025684592531
2001,5,15,81.2025684592531
2001,5,16,81.2025684592531
2001,5,17,81.2025684592531
2001,5,18,81.2025684592531
2001,5,19,81.2025684592531
2001,5,20,81.2025684592531
2001,5,21,81.2025684592531
2001,5,22,81.2025684592531
2001,5,23,81.2025684592531
2001,5,24,81.2025684592531
2001,5,25,81.2025684592531
2001,5,26,81.2025684592531
2001,5,27,81.2025684592531
2001,5,28,81.2025684592531
2001,5,29,81.2025684592531
2001,5,30,81.2025684592531
2001,5,31,81.2025684592531
2001,6,1,81.2025684592531
2001,6,2,81.2025684592531
2001,6,3,81.2025684592531
2001,6,4,81.2025684592531
2001,6,5,81.2025684592531
2001,6,6,81.2025684592531
2001,6,7,81.2025684592531
2001,6,8,81.2025684592531
2001,6,9,81.2025684592531
2001,6,10,81.2025684592531
2001,6,11,81.2025684592531
2001,6,12,81.2025684592531
2001,6,13,81.2025684592531
2001,6,14,81.2025684592531
2001,6,15,81.2025684592531
2001,6,16,81.2025684592531
2001,6,17,81.2025684592531
2001,6,18,81.2025684592531
2001,6,19,81.2025684592531
2001,6,20,81.2025684592531
2001,6,21,81.2025684592531
2001,6,22,81.2025684592531
2001,6,23,81.2025684592531
2001,6,24,81.2025684592531
2001,6,25,81.2025684592531
2001,6,26,81.2025684592531
2001,6,27,81.2025684592531
2001,6,28,81.2025684592531
2001,6,29,81.2025684592531
2001,6,30,81.2025684592531
2001,7,1,81.2025684592531
2001,7,2,81.2025684592531
2001,7,3,81.2025684592531
2001,7,4,81.2025684592531
2001,7,5,81.2025684592531
2001,7,6,81.2025684592531
2001,7,7,81.2025684592531
2001,7,8,81.2025684592531
2001,7,9,81.2025684592531
2001,7,10,81.2025684592531
2001,7,11,81.2025684592531
2001,7,12,81.2025684592531
2001,7,13,81.2025684592531
2001,7,14,81.2025684592531
2001,7,15,81.2025684592531
2001,7,16,81.2025684592531
2001,7,17,81.2025684592531
2001,7,18,81.2025684592531
2001,7,19,81.2025684592531
2001,7,20,81.2025684592531
2001,7,21,81.2025684592531
2001,7,22,81.2025684592531
2001,7,23,81.2025684592531
2001,7,24,81.2025684592531
2001,7,25,81.2025684592531
2001,7,26,81.2025684592531
2001,7,27,81.2025684592531
2001,7,28,81.2025684592531
2001,7,29,81.2025684592531
2001,7,30,81.2025684592531
2001,7,31,81.2025684592531
2001,8,1,81.2025684592531
2001,8,2,81.2025684592531
2001,8,3,81.2025684592531
2001,8,4,81.2025684592531
2001,8,5,81.2025684592531
2001,8,6,81.2025684592531
2001,8,7,81.2025684592531
2001,8,8,81.2025684592531
2001,8,9,81.2025684592531
2001,8,10,81.2025684592531
2001,8,11,81.2025684592531
2001,8,12,81.2025684592531
2001,8,13,81.2025684592531
2001,8,14,81.2025684592531
2001,8,15,81.2025684592531
2001,8,16,81.2025684592531
2001,8,17,81.2025684592531
2001,8,18,81.2025684592531
2001,8,19,81.2025684592531
2001,8,20,81.2025684592531
2001,8,21,81.2025684592531
2001,8,22,81.2025684592531
2001,8,23,81.2025684592531
2001,8,24,81.2025684592531
2001,8,25,81.2025684592531
2001,8,26,81.2025684592531
2001,8,27,81.2025684592531
2001,8,28,81.2025684592531
2001,8,29,81.2025684592531
2001,8,30,81.2025684592531
2001,8,31,81.2025684592531
2001,9,1,81.2025684592531
2001,9,2,81.2025684592531
2001,9,3,81.2025684592531
2001,9,4,81.2025684592531
2001,9,5,81.2025684592531
2001,9,6,81.2025684592531
2001,9,7,81.2025684592531
2001,9,8,81.2025684592531
2001,9,9,81.2025684592531
2001,9,10,81.2025684592531
2001,9,11,81.2025684592531
2001,9,12,81.2025684592531
2001,9,13,81.2025684592531
2001,9,14,81.2025684592531
2001,9,15,81.2025684592531
2001,9,16,81.2025684592531
2001,9,17,81.2025684592531
2001,9,18,81.2025684592531
2001,9,19,81.2025684592531
2001,9,20,81.2025684592531
2001,9,21,81.2025684592531
2001,9,22,81.2025684592531
2001,9,23,81.2025684592531
2001,9,24,81.2025684592531
2001,9,25,81.2025684592531
2001,9,26,81.2025684592531
2001,9,27,81.2025684592531
2001,9,28,81.2025684592531
2001,9,29,81.2025684592531
2001,9,30,81.2025684592531
2001,10,1,81.2025684592531
2001,10,2,81.2025684592531
2001,10,3,81.2025684592531
2001,10,4,81.2025684592531
2001,10,5,81.2025684592531
2001,10,6,81.2025684592531
2001,10,7,81.2025684592531
2001,10,8,81.2025684592531
2001,10,9,81.2025684592531
2001,10,10,81.2025684592531
2001,10,11,81.2025684592531
2001,10,12,81.2025684592531
2001,10,13,81.2025684592531
2001,10,14,81.2025684592531
2001,10,15,81.2025684592531
2001,10,16,81.2025684592531
2001,10,17,81.2025684592531
2001,10,18,81.2025684592531
2001,10,19,81.2025684592531
2001,10,20,81.2025684592531
2001,10,21,81.2025684592531
2001,10,22,81.2025684592531
2001,10,23,81.2025684592531
2001,10,24,81.2025684592531
2001,10,25,81.2025684592531
2001,10,26,81.2025684592531
2001,10,27,81.2025684592531
2001,10,28,81.2025684592531
2001,10,29,81.2025684592531
2001,10,30,81.2025684592531
2001,10,31,81.2025684592531
2001,11,1,81.2025684592531
2001,11,2,81.2025684592531
2001,11,3,81.2025684592531
2001,11,4,81.2025684592531
2001,11,5,81.2025684592531
2001,11,6,81.2025684592531
2001,11,7,81.2025684592531
2001,11,8,81.2025684592531
2001,11,9,81.2025684592531
2001,11,10,81.2025684592531
2001,11,11,81.2025684592531
2001,11,12,81.2025684592531
2001,11,13,81.2025684592531
2001,11,14,81.2025684592531
2001,11,15,81.2025684592531
2001,11,16,81.2025684592531
2001,11,17,81.2025684592531
2001,11,18,81.2025684592531
2001,11,19,81.2025684592531
2001,11,20,81.2025684592531
2001,11,21,81.2025684592531
2001,11,22,81.2025684592531
2001,11,23,81.2025684592531
2001,11,24,81.2025684592531
2001,11,25,81.2025684592531
2001,11,26,81.2025684592531
2001,11,27,81.2025684592531
2001,11,28,81.2025684592531
2001,11,29,81.2025684592531
2001,11,30,81.2025684592531
2001,12,1,81.2025684592531
2001,12,2,81.2025684592531
2001,12,3,81.2025684592531
2001,12,4,81.2025684592531
2001,12,5,81.2025684592531
2001,12,6,81.2025684592531
2001,12,7,81.2025684592531
2001,12,8,81.2025684592531
2001,12,9,81.2025684592531
2001,12,10,81.2025684592531
2001,12,11,81.2025684592531
2001,12,12,81.2025684592531
2001,12,13,81.2025684592531
2001,12,14,81.2025684592531
2001,12,15,81.2025684592531
2001,12,16,81.2025684592531
2001,12,17,81.2025684592531
2001,12,18,81.2025684592531
2001,12,19,81.2025684592531
2001,12,20,81.2025684592531
2001,12,21,81.2025684592531
2001,12,22,81.2025684592531
2001,12,23,81.2025684592531
2001,12,24,81.2025684592531
2001,12,25,81.2025684592531
2001,12,26,81.2025684592531
2001,12,27,81.2025684592531
2001,12,28,81.2025684592531
2001,12,29,81.2025684592531
2001,12,30,81.2025684592531
2001,12,31,81.2025684592531
2002,1,1,82.490466876552
2002,1,2,82.490466876552
2002,1,3,82.490466876552
2002,1,4,82.490466876552
2002,1,5,82.490466876552
2002,1,6,82.490466876552
2002,1,7,82.490466876552
2002,1,8,82.490466876552
2002,1,9,82.490466876552
2002,1,10,82.490466876552
2002,1,11,82.490466876552
2002,1,12,82.490466876552
2002,1,13,82.490466876552
2002,1,14,82.490466876552
2002,1,15,82.490466876552
2002,1,16,82.490466876552
2002,1,17,82.490466876552
2002,1,18,82.490466876552
2002,1,19,82.490466876552
2002,1,20,82.490466876552
2002,1,21,82.490466876552
2002,1,22,82.490466876552
2002,1,23,82.490466876552
2002,1,24,82.490466876552
2002,1,25,82.490466876552
2002,1,26,82.490466876552
2002,1,27,82.490466876552
2002,1,28,82.490466876552
2002,1,29,82.490466876552
2002,1,30,82.490466876552
2002,1,31,82.490466876552
2002,2,1,82.490466876552
2002,2,2,82.490466876552
2002,2,3,82.490466876552
2002,2,4,82.490466876552
2002,2,5,82.490466876552
2002,2,6,82.490466876552
2002,2,7,82.490466876552
2002,2,8,82.490466876552
2002,2,9,82.490466876552
2002,2,10,82.490466876552
2002,2,11,82.490466876552
2002,2,12,82.490466876552
2002,2,13,82.490466876552
2002,2,14,82.490466876552
2002,2,15,82.490466876552
2002,2,16,82.490466876552
2002,2,17,82.490466876552
2002,2,18,82.490466876552
2002,2,19,82.490466876552
2002,2,20,82.490466876552
2002,2,21,82.490466876552
2002,2,22,82.490466876552
2002,2,23,82.490466876552
2002,2,24,82.490466876552
2002,2,25,82.490466876552
2002,2,26,82.490466876552
2002,2,27,82.490466876552
2002,2,28,82.490466876552
2002,3,1,82.490466876552
2002,3,2,82.490466876552
2002,3,3,82.490466876552
2002,3,4,82.490466876552
2002,3,5,82.490466876552
2002,3,6,82.490466876552
2002,3,7,82.490466876552
2002,3,8,82.490466876552
2002,3,9,82.490466876552
2002,3,10,82.490466876552
2002,3,11,82.490466876552
2002,3,12,82.490466876552
2002,3,13,82.490466876552
2002,3,14,82.490466876552
2002,3,15,82.490466876552
2002,3,16,82.490466876552
2002,3,17,82.490466876552
2002,3,18,82.490466876552
2002,3,19,82.490466876552
2002,3,20,82.490466876552
2002,3,21,82.490466876552
2002,3,22,82.490466876552
2002,3,23,82.490466876552
2002,3,24,82.490466876552
2002,3,25,82.490466876552
2002,3,26,82.490466876552
2002,3,27,82.490466876552
2002,3,28,82.490466876552
2002,3,29,82.490466876552
2002,3,30,82.490466876552
2002,3,31,82.490466876552
2002,4,1,82.490466876552
2002,4,2,82.490466876552
2002,4,3,82.490466876552
2002,4,4,82.490466876552
2002,4,5,82.490466876552
2002,4,6,82.490466876552
2002,4,7,82.490466876552
2002,4,8,82.490466876552
2002,4,9,82.490466876552
2002,4,10,82.490466876552
2002,4,11,82.490466876552
2002,4,12,82.490466876552
2002,4,13,82.490466876552
2002,4,14,82.490466876552
2002,4,15,82.490466876552
2002,4,16,82.490466876552
2002,4,17,82.490466876552
2002,4,18,82.490466876552
2002,4,19,82.490466876552
2002,4,20,82.490466876552
2002,4,21,82.490466876552
2002,4,22,82.490466876552
2002,4,23,82.490466876552
2002,4,24,82.490466876552
2002,4,25,82.490466876552
2002,4,26,82.490466876552
2002,4,27,82.490466876552
2002,4,28,82.490466876552
2002,4,29,82.490466876552
2002,4,30,82.490466876552
2002,5,1,82.490466876552
2002,5,2,82.490466876552
2002,5,3,82.490466876552
2002,5,4,82.490466876552
2002,5,5,82.490466876552
2002,5,6,82.490466876552
2002,5,7,82.490466876552
2002,5,8,82.490466876552
2002,5,9,82.490466876552
2002,5,10,82.490466876552
2002,5,11,82.490466876552
2002,5,12,82.490466876552
2002,5,13,82.490466876552
2002,5,14,82.490466876552
2002,5,15,82.490466876552
2002,5,16,82.490466876552
2002,5,17,82.490466876552
2002,5,18,82.490466876552
2002,5,19,82.490466876552
2002,5,20,82.490466876552
2002,5,21,82.490466876552
2002,5,22,82.490466876552
2002,5,23,82.490466876552
2002,5,24,82.490466876552
2002,5,25,82.490466876552
2002,5,26,82.490466876552
2002,5,27,82.490466876552
2002,5,28,82.490466876552
2002,5,29,82.490466876552
2002,5,30,82.490466876552
2002,5,31,82.490466876552
2002,6,1,82.490466876552
2002,6,2,82.490466876552
2002,6,3,82.490466876552
2002,6,4,82.490466876552
2002,6,5,82.490466876552
2002,6,6,82.490466876552
2002,6,7,82.490466876552
2002,6,8,82.490466876552
2002,6,9,82.490466876552
2002,6,10,82.490466876552
2002,6,11,82.490466876552
2002,6,12,82.490466876552
2002,6,13,82.490466876552
2002,6,14,82.490466876552
2002,6,15,82.490466876552
2002,6,16,82.490466876552
2002,6,17,82.490466876552
2002,6,18,82.490466876552
2002,6,19,82.490466876552
2002,6,20,82.490466876552
2002,6,21,82.490466876552
2002,6,22,82.490466876552
2002,6,23,82.490466876552
2002,6,24,82.490466876552
2002,6,25,82.490466876552
2002,6,26,82.490466876552
2002,6,27,82.490466876552
2002,6,28,82.490466876552
2002,6,29,82.490466876552
2002,6,30,82.490466876552
2002,7,1,82.490466876552
2002,7,2,82.490466876552
2002,7,3,82.490466876552
2002,7,4,82.490466876552
2002,7,5,82.490466876552
2002,7,6,82.490466876552
2002,7,7,82.490466876552
2002,7,8,82.490466876552
2002,7,9,82.490466876552
2002,7,10,82.490466876552
2002,7,11,82.490466876552
2002,7,12,82.490466876552
2002,7,13,82.490466876552
2002,7,14,82.490466876552
2002,7,15,82.490466876552
2002,7,16,82.490466876552
2002,7,17,82.490466876552
2002,7,18,82.490466876552
2002,7,19,82.490466876552
2002,7,20,82.490466876552
2002,7,21,82.490466876552
2002,7,22,82.490466876552
2002,7,23,82.490466876552
2002,7,24,82.490466876552
2002,7,25,82.490466876552
2002,7,26,82.490466876552
2002,7,27,82.490466876552
2002,7,28,82.490466876552
2002,7,29,82.490466876552
2002,7,30,82.490466876552
2002,7,31,82.490466876552
2002,8,1,82.490466876552
2002,8,2,82.490466876552
